name,lat,lon
"Kaivosrinteentie 2, Vantaa",60.268428,24.870089
"Itämerenkatu 12, Helsinki",60.1632,24.916249
"Iho- ja Allergiasairaala, Helsinki",60.191633,24.894636
"Niipperin koulu, Espoo",60.283328,24.747181
"Kantelettarentie 8, Helsinki",60.240487,24.885435
"Elimäenkatu 30, Helsinki",60.197463,24.947129
"Nihtisillantie 1, Espoo",60.208113,24.754648
"Miestentie 9, Espoo",60.178969,24.831491
"Erik Palménin Aukio 1, Helsinki",60.203817,24.96079
"Konalan puisto, Helsinki",60.232407,24.849004
"Mankkaankallio 1, Espoo",60.196688,24.766416
"Puolarmetsä, Espoo",60.175437,24.688335
"Siltasaarenkatu 12, Helsinki",60.178733,24.949309
"Kiviteltankatu 3, Helsinki",60.228791,24.996439
"Seulastentie 11, Helsinki",60.275695,24.997694
"Valimon asema, Helsinki",60.222071,24.875411
"Veräjämäki, Helsinki",60.229646,24.981566
"Helsinginkatu 28, Helsinki",60.186087,24.947966
"Junailijankuja 5, Helsinki",60.199115,24.93786
"Krakantie, Vantaa",60.289071,24.942487
"Kappelitie 6, Espoo",60.167854,24.766374
"Kärrynpyöräntie 1, Espoo",60.251608,24.72109
"Kaniini, Helsinki",60.172612,24.947856
"Ala-Tikkurila, 3354, Helsinki",60.286889,25.015055
"Koskela, Helsinki",60.219706,24.964342
"Koskelantie 39, Helsinki",60.215961,24.969567
"Helsinginkatu 2, Helsinki",60.187461,24.961015
"Kuunsäde, Espoo",60.174289,24.722665
"Rajametsäntie 35, Helsinki",60.230131,24.934467
"Leiviskätie 1, Helsinki",60.232428,24.881927
"Pitäjänmäentie, Helsinki",60.223742,24.862514
"Porthaninkatu 9, Helsinki",60.182585,24.952675
"Nelikkotie 8, Espoo",60.162374,24.744072
"Rahakamarinkatu 1, Helsinki",60.200936,24.920983
"Pelimannintie 1, Helsinki",60.239123,24.886607
"Roihuvuorentie 18, Helsinki",60.199815,25.055474
"Albertinkatu 40, Helsinki",60.164927,24.930739
"Risto Rytin Tie 33, Helsinki",60.189372,25.018034
"Hämeentie 109, Helsinki",60.202248,24.966824
"Takomotie 27, Helsinki",60.21809,24.870503
"Lumikintie 4, Helsinki",60.202881,25.056934
"Agronominkatu 26, Helsinki",60.231304,25.037733
"Asemanaukio, Kerava",60.404494,25.105351
"Servin Maijan Tie 10, Espoo",60.191482,24.836528
"Iivisniementie 1, Espoo",60.149447,24.696529
"Sundsberg, Kirkkonummi",60.153067,24.548403
"Alhokuja 8, Helsinki",60.263737,24.9868
"Kirkkotallintie 1, Kirkkonummi",60.123818,24.438418
"Pakilantie 8, Helsinki",60.230449,24.935873
"Puolarinportti 1, Espoo",60.176081,24.703823
"Mäkelänkatu, Helsinki",60.191577,24.961917
"Suonotkontie 1, Helsinki",60.232251,24.936212
"Kaivokatu 10, Helsinki",60.169551,24.940994
"Helsingin rautatieasema, Helsinki",60.171831,24.9412
"Intiankatu 1, Helsinki",60.20654,24.972567
"Kauppakartanonkatu 16, Helsinki",60.207401,25.082383
"Esterinportti 2, Helsinki",60.19695,24.928001
"Kalevankatu 1, Helsinki",60.168401,24.939858
"Lummetie 1, Vantaa",60.296159,25.044396
"Maunulan Yhteiskoulu ja Helsingin matematiikkalukio, Helsinki",60.230034,24.924964
"Pietari Hannikaisen Tie 6, Helsinki",60.226734,24.897752
"Mannerheimintie 79, Helsinki",60.193012,24.909488
"Ramsaynkuja 1, Espoo",60.195333,24.589081
"Lammastie, Vantaa",60.260166,24.805211
"Sturenkatu 37, Helsinki",60.195522,24.959449
"Mäkelänkatu 50, Helsinki",60.196323,24.951837
"Otaranta 2, Espoo",60.183834,24.836668
"Henrik Lättiläisen Katu 3, Helsinki",60.225084,24.987077
"Haapaniemenrinne 1, Espoo",60.251571,24.724129
"Ratapihantie 1, Helsinki",60.197796,24.93733
"Mikkolantie 1, Helsinki",60.234234,24.975155
"Vanha Viertotie 21, Helsinki",60.211066,24.88455
"Fleminginkatu 25, Helsinki",60.189259,24.953305
"Fleminginkatu 23, Helsinki",60.188721,24.953339
"Alakaupunki, E4034, Espoo",60.155289,24.631323
"Kala-Matti 1, Espoo",60.157937,24.737293
"Venäläinen koulu, 1948, Helsinki",60.237889,24.897051
"Kirkkokatu 6, Helsinki",60.170835,24.957805
"Rörstrandinkatu, Helsinki",60.206102,24.978063
"Kivelän sairaala, Helsinki",60.180682,24.918235
"Köydenpunojankatu 8, Helsinki",60.163579,24.923272
"Rinnekoti, Espoo",60.35292,24.654663
"Mannerheimintie 3, Helsinki",60.169551,24.940994
"Takojankuja 3, Kerava",60.403119,25.140318
"Kirstintie 30, Espoo",60.205473,24.672928
"Mannerheimintie 14, Helsinki",60.168401,24.939858
"Kylänvanhimmantie 29, Helsinki",60.228437,24.96372
"Porintie 1, Helsinki",60.203991,24.871273
"Katajaharju, Helsinki",60.168296,24.857289
"Pursimiehenkatu, Helsinki",60.159616,24.938459
"Lautatarhankatu 6, Helsinki",60.189304,24.970835
"Porttikuja 1, Espoo",60.199451,24.768321
"Kangasalantie 13, Helsinki",60.197767,24.955752
"Trillakatu 1, Espoo",60.217276,24.786229
"Kämnerintie 4, Helsinki",60.277457,25.027843
"Vilhonvuorenkatu 1, Helsinki",60.187593,24.963528
"Suezinkatu 3, Helsinki",60.158603,24.920379
"Purotie 8, Helsinki",60.215018,24.867688
"Takomotie 23, Helsinki",60.218489,24.872987
"Kauppamiehentie 1, Espoo",60.176593,24.801788
"Väinölänkatu 2, Helsinki",60.210695,24.94549
"Hki linja-autoasema, Helsinki",60.169621,24.932544
"Isonniitynkatu 3, Helsinki",60.202181,24.948441
"Kontukuja 5, Helsinki",60.243806,25.085693
"Helsinginkatu 15, Helsinki",60.187355,24.955047
"Koivumäentie 16, Vantaa",60.263995,25.102119
"Dagmarinkatu 3, Helsinki",60.173928,24.929686
"Kaitaan koulu, Espoo",60.149296,24.695278
"Liusketie 3, Helsinki",60.234503,25.013122
"Kiillekuja 3, Helsinki",60.233108,25.005134
"Sörnäisten Rantatie 6, Helsinki",60.179463,24.954096
"Kanavaranta 7, Helsinki",60.168973,24.959994
"Töölöntullinkatu 1, Helsinki",60.189627,24.915259
"1 Lapinlahdenkatu, Helsinki",60.166513,24.93165
"Viikintie 1, Helsinki",60.216375,24.981997
"Siltakuja 1, Sipoo",60.366397,25.260643
"Ryytimaa 1, Espoo",60.239967,24.71012
"Tuusulantaival 42, Kerava",60.408623,25.08317
"Pyhtäänkorvenkuja 6, Vantaa",60.300852,24.970437
"Albertinkatu 1, Helsinki",60.159703,24.940799
"Pohjoinen Hesperiankatu 1, Helsinki",60.178003,24.928889
"Dagmarinkatu 5, Helsinki",60.173555,24.929385
"Castréninkatu 18, Helsinki",60.185601,24.947347
"Hiomotie 42, Helsinki",60.218944,24.869978
"Helsingintie 10, Kauniainen",60.213169,24.7356
"Aleksis Kiven Katu 3, Helsinki",60.189727,24.957461
"Kaupintie 14, Helsinki",60.230126,24.882328
"Itämerenkatu 3, Helsinki",60.163956,24.91977
"Perkkaantie 3, Espoo",60.216763,24.821467
"Koisotie 4, Vantaa",60.301184,25.016188
"Itäportti 1, Espoo",60.175491,24.73742
"Kaarlenkatu 1, Helsinki",60.184468,24.951908
"Poutamäentie 13, Helsinki",60.219315,24.852333
"Maininkitie 9, Espoo",60.151864,24.64753
"Savelantie 3, Helsinki",60.24034,24.993349
"Siilitie 7, Helsinki",60.210092,25.040372
"Brahenkatu, Helsinki",60.189768,24.94839
"Maapadontie 1, Helsinki",60.231585,24.94942
"Sturenkatu 25, Helsinki",60.193471,24.955605
"Erkki Melartinin Tie 1, Helsinki",60.246488,24.989467
"Aleksanterinkatu 9, Helsinki",60.169168,24.948192
"Eteläranta 1, Helsinki",60.163776,24.952468
"Tyynenmerenkatu 3, Helsinki",60.158922,24.921242
"Sorolantien leikkialue, Helsinki",60.25369,24.876406
"Vanha Turuntie 14, Kauniainen",60.221526,24.717943
"Maistraatinkatu 1, Helsinki",60.197973,24.923949
"Mätästie 1, Helsinki",60.262997,25.079348
"Unioninkatu 37, Helsinki",60.173556,24.950785
"Varikkotie, Helsinki",60.208882,25.062809
"Ratamestarinkatu 11, Helsinki",60.201224,24.93946
"Porthaninkatu 15, Helsinki",60.183834,24.955068
"Katajalaakso 1, Espoo",60.167526,24.625624
"Keilalahdentie 4, Espoo",60.170162,24.828502
"Matinkatu 22, Espoo",60.157759,24.740027
"Kaasutehtaankatu 1, Helsinki",60.186696,24.974134
"Kaadekuja 1, Helsinki",60.253901,25.074531
"Kivikonkaari 14, Helsinki",60.238829,25.06763
"Minnesstensstigen 1, Helsingfors",60.236575,25.021324
"Kivihaantie 1, Helsinki",60.209682,24.904312
"Laajalahdentie 23, Helsinki",60.201696,24.878242
"Simonkatu 9, Helsinki",60.169125,24.935
"Hankasuontie 11, Helsinki",60.249193,24.840321
"Melkonkatu 1, Helsinki",60.147554,24.885137
"Mannerheimintie 91, Helsinki",60.19466,24.904621
"Myllypurontie, Helsinki",60.224873,25.059304
"Leppävaaran stadion, Espoo",60.225827,24.799135
"Runeberginkatu 43, Helsinki",60.175938,24.922672
"Liisankatu 16, Helsinki",60.173908,24.954387
"Viljo Sohkasen Katu 3, Vantaa",60.29784,25.051244
"Olympiaranta 1, Helsinki",60.160764,24.958862
"Otaniementie 9, Espoo",60.184755,24.827755
"Anjankuja 3, Espoo",60.157255,24.739936
"Viherkalliontie 7, Espoo",60.228399,24.747444
"Tammasaarenkatu 1, Helsinki",60.161071,24.903751
"Piilipuuntie 31, Espoo",60.189427,24.738661
"Myllypurontie 22, Helsinki",60.223903,25.061594
"Rajamänty, E1501, Espoo",60.22565,24.74736
"Haaga, Helsinki",60.222458,24.905532
"Hakaniemenranta 6, Helsinki",60.178422,24.955331
"Unikkotie 5, Vantaa",60.292541,25.039039
"Hansatie 4, Espoo",60.186795,24.589834
"Hämeentie 85, Helsinki",60.196424,24.963071
"Kivalterintie 20, Helsinki",60.229949,24.952285
"Mikonkatu 8, Helsinki",60.169598,24.944632
"Maasälväntie 5, Nurmijärvi",60.362158,24.728589
"Kauniala, Kauniainen",60.218542,24.701444
"Karhunkierros 4, Vantaa",60.260385,24.810759
"Leppälinnunrinne 6, Espoo",60.230128,24.781858
"Mannerheimintie 40, Helsinki",60.177142,24.929538
"Otaniementie, Espoo",60.18015,24.834483
"Friisilä, Espoo",60.166243,24.719322
"Vaakatie 6, Helsinki",60.230205,24.875984
"Antti Korpin Tie 1, Helsinki",60.218009,24.96666
"Museokatu 1, Helsinki",60.174939,24.931732
"Lintulahdenkuja 4, Helsinki",60.183229,24.961273
"Tuulikuja 2, Espoo",60.170598,24.801576
"Ratakatu, Helsinki",60.162826,24.943309
"Pyyntitie 1, Espoo",60.158267,24.734496
"Nauvontie 18, Helsinki",60.207601,24.900529
"Mechelininkatu, Helsinki",60.173492,24.919133
"Tunnelitie, Kauniainen",60.212053,24.728824
"Malminkatu 3, Helsinki",60.168204,24.926658
"Docksgatan, Helsingfors",60.158471,24.934135
"Pasilanraitio 10, Helsinki",60.200564,24.924183
"Työpajankatu 13, Helsinki",60.188174,24.973899
"Hämeentie 32, Helsinki",60.183863,24.958691
"Energiakuja 3, Helsinki",60.166671,24.902258
"Joupinpuisto 1, Espoo",60.201966,24.680918
"Kuuluttajankatu 2, Helsinki",60.204807,24.91814
"Helsinginkatu 13, Helsinki",60.18751,24.955759
"Lumikintie 3, Helsinki",60.203789,25.058198
"Katajanokan terminaali, Helsinki",60.16426,24.969331
"Niittyportti 4, Espoo",60.169612,24.769986
"Televisiokatu 4, Helsinki",60.204326,24.924703
"Vellamonkatu 1, Helsinki",60.193102,24.966072
"Seltterikuja 4, Helsinki",60.238024,24.848435
"Ukonvaaja 1, Espoo",60.18546,24.792159
"Elimäenkatu 1, Helsinki",60.193487,24.953132
"Pohjoinen Hesperiankatu 15, Helsinki",60.177692,24.924509
"Miestentie 1, Espoo",60.178232,24.828168
"Pasilan asema, Helsinki",60.199228,24.933114
"Pääskylänrinne 3, Helsinki",60.187927,24.965924
"Talin keilahalli, Helsinki",60.210315,24.878877
"Laajasuontie 31, Helsinki",60.21988,24.897144
"Haukilahdensolmu, Espoo",60.167484,24.772868
"Mannerheimintie, Helsinki",60.187696,24.918749
"Puistomäki 1, Espoo",60.216715,24.788144
"Radiokatu 11, Helsinki",60.202923,24.920569
"Kokkokalliontie 3, Helsinki",60.228824,24.851585
"Otto Brandtin Tie 16, Helsinki",60.233136,24.978492
"Sähkötie 5, Vantaa",60.277384,24.975273
"Ruoholahdenkatu 21, Helsinki",60.164586,24.923876
"Adolf Lindforsin tie, Helsinki",60.229132,24.893596
"Fredrikinkatu 12, Helsinki",60.160908,24.941445
"Untamontie 1, Helsinki",60.209937,24.948191
"Harustie 7, Helsinki",60.203507,25.121586
"Neljäs Linja 2, Helsinki",60.181669,24.953832
"Atomitie 5, Helsinki",60.222465,24.872242
"Hiekkaharjun asema, Vantaa",60.303175,25.049125
"Kielotie 13, Vantaa",60.294127,25.03936
"Koskelantie 5, Helsinki",60.207976,24.946851
"Untamontie 9, Helsinki",60.211184,24.951542
"Kipparlahden silmukka, Helsinki",60.192017,25.019554
"Otakallio 1, Espoo",60.183139,24.83439
"Kuunkatu, Espoo",60.172322,24.722822
"Käpyläntie 2, Helsinki",60.21407,24.95759
"Teollisuuskatu 18, Helsinki",60.194507,24.94477
"Sumatrantie 1, Helsinki",60.20738,24.969357
"Antaksentie 4, Vantaa",60.294249,24.945584
"Sulkapolku 6, Helsinki",60.225497,24.857473
"Arkadiankatu 28, Helsinki",60.171329,24.920854
"Svanströminkuja 1, Helsinki",60.167507,25.043793
"Laaksotie 20, Vantaa",60.321167,25.010719
"Emännänkuja 1, Vantaa",60.283042,24.871255
"Eiran aikuislukio, Helsinki",60.155683,24.942685
"Keilasatama 5, Espoo",60.1728,24.829951
"Kylmäojantie, Vantaa",60.32075,25.01585
"Kanneltie 2, Helsinki",60.240597,24.883874
"Laajasuontie 35, Helsinki",60.220257,24.894321
"Katajanokanlaituri 8, Helsinki",60.163838,24.96835
"Katajanokan terminaali, Helsinki",60.16426,24.969331
"Unioninkatu 45, Helsinki",60.175374,24.951051
"Lapinlahdenkatu 16, Helsinki",60.167202,24.922881
"Kyllikinportti 2, Helsinki",60.199845,24.926483
"Karpalokuja 7, Helsinki",60.23141,25.071932
"Porslahdentie 24, Helsinki",60.213291,25.149238
"Lönnrotinkatu 1, Helsinki",60.167549,24.941083
"Snellmaninkatu, Helsinki",60.173956,24.95235
"Kyllikinportti, Helsinki",60.199837,24.925613
"Vanha Talvitie 19, Helsinki",60.191963,24.97794
"Hietapellontie 11, Helsinki",60.258708,25.013119
"Viikin biokeskus, 3175, Helsinki",60.225321,25.016734
"Vilppulantie 26, Helsinki",60.250658,25.02136
"Turunlinnantie 1, Helsinki",60.212184,25.080227
"Klariksentie 1, Espoo",60.18436,24.740236
"Käskynhaltijantie 5, Helsinki",60.23704,24.972453
"Eliel Saarisen Tie 15, Helsinki",60.224041,24.896697
"Maistraatinportti 2, Helsinki",60.198339,24.927228
"Heiniitty 5, Espoo",60.236994,24.723189
"Kasarmikatu 4, Helsinki",60.160015,24.947574
"Lehtikallio 4, Vantaa",60.2551,24.812774
"Mannerheimintie 6, Helsinki",60.167024,24.941999
"Nuijamiestentie 7, Helsinki",60.225933,24.9062
"Pakkalan puistotie, Vantaa",60.289882,24.949182
"Opastinsilta 9, Helsinki",60.199695,24.937572
"Riistavuorenkuja 4, Helsinki",60.218077,24.885452
"Tynnyrintekijänkatu 1, Helsinki",60.18888,24.971312
"Herttoniemen sairaala, Helsinki",60.207444,25.036071
"Leppälinnunrinne, Espoo",60.229247,24.782926
"Sturenkatu 22, Helsinki",60.193849,24.954463
"Metsäläntie 2, Helsinki",60.219909,24.929784
"Lahtisvägen 666, Sibbo",60.329909,25.115141
"Fleminginkatu 13, Helsinki",60.186174,24.953624
"Etelä-Tapiolan koulu ja lukio, Espoo",60.178277,24.793653
"Myllynkivenkuja 6, Vantaa",60.285461,24.841112
"Hirsipadontie 7, Helsinki",60.23416,24.950433
"Henrikintie 5, Helsinki",60.226352,24.850916
"Talvelantie 6, Helsinki",60.253541,24.999174
"Suvilahdenkatu 9, Helsinki",60.188246,24.96805
"Pyynikintie 1, Helsinki",60.232707,24.999415
"Kaisaniemi Park, Helsinki",60.174831,24.946462
"Porkkalankatu 24, Helsinki",60.163806,24.906875
"Keinulaudantie 7, Helsinki",60.235723,25.072672
"Neilikkatie 17, Vantaa",60.291209,25.032171
"Sturenkatu 7, Helsinki",60.187701,24.944889
"Hämeentie, Helsinki",60.198494,24.961933
"Pohjolankatu 2, Helsinki",60.214402,24.944175
"Bulevardi 32, Helsinki",60.163209,24.934614
"Eduskuntatalo, Helsinki",60.172515,24.933202
"Annankatu 29, Helsinki",60.168017,24.935953
"Servin mökki, Espoo",60.188418,24.836532
"Hyrylä, Tuusula",60.399494,25.017824
"Mannerheimintie 20, Helsinki",60.169543,24.938182
"Maistraatinkatu 7, Helsinki",60.200133,24.921936
"Kätilöopisto, 3055, Helsinki",60.204019,24.950394
"Mustialankatu 3, Helsinki",60.228329,25.021316
"Terhotie 1, Vantaa",60.256657,24.800994
"Kaunispääntie, Helsinki",60.232527,25.128362
"Tehtaankatu, Helsinki",60.158196,24.94469
"Vuorenpeikontie 1, Helsinki",60.201467,25.059111
"Valimotie 13, Helsinki",60.217925,24.879294
"Unioninkatu 1, Helsinki",60.163309,24.952072
"Turkismiehentie 8, Helsinki",60.225867,24.858712
"Tilkuntie 5, Vantaa",60.280513,24.957878
"Eteläesplanadi 1, Helsinki",60.167413,24.950285
"Hämeentie 155, Helsinki",60.212229,24.979256
"Laajalahdentie 30, Helsinki",60.201586,24.876463
"Hagelstamintie 32, Vantaa",60.283731,24.969146
"Fazerila, Vantaa",60.256388,25.104686
"Alppikatu 3, Helsinki",60.184724,24.94118
"Pohjolankatu 1, Helsinki",60.213374,24.943932
"Matinkylän jäähalli 2, Espoo",60.15988,24.751167
"Takaniityntie 5, Helsinki",60.256842,24.997128
"Sanomala, Vantaa",60.287494,24.851606
"Leppäsuonkatu 7, Helsinki",60.169344,24.923702
"Servin Maijan Tie 6, Espoo",60.190577,24.836083
"Sähkötie 3, Vantaa",60.276262,24.97527
"Paraistentie 17, Helsinki",60.20362,24.904338
"Upseerinkatu 1, Espoo",60.216451,24.819394
"Kylänvanhimmantie 25, Helsinki",60.227821,24.964553
"Sepetlahdentie 1, Espoo",60.153775,24.746067
"Atomitie 2, Helsinki",60.223614,24.866176
"Kuitinmäki, Espoo",60.171923,24.726202
"Antaksentie 1, Vantaa",60.292477,24.944502
"Eerikinkatu 11, Helsinki",60.167059,24.933832
"Katajanokanranta 21, Helsinki",60.168582,24.975466
"Itämerenkatu 5, Helsinki",60.164158,24.918946
"Ristipellontie 1, Helsinki",60.235905,24.856811
"Jännetie 1, Helsinki",60.227005,24.855225
"Mannerheimintie, Helsinki",60.187696,24.918749
"Tietotie 3, Espoo",60.184759,24.816687
"Näyttelijäntie 1, Helsinki",60.226073,24.895176
"Lääkärinkatu 2, Helsinki",60.191239,24.913804
"Otakaari 3, Espoo",60.188162,24.829924
"Vähäntuvantie, Helsinki",60.233091,24.851574
"Runeberginkatu, Helsinki",60.169779,24.926741
"Radiokatu 22, Helsinki",60.20421,24.916698
"Kääpiöidenpolku 4, Helsinki",60.202575,25.063015
"Sturenkatu, Helsinki",60.190757,24.948473
"Sisarustentie 2, Helsinki",60.25385,24.89773
"Välskärinkatu 12, Helsinki",60.179966,24.919442
"Narinkka 1, Helsinki",60.169815,24.934132
"Juvanmalmi, Espoo",60.277358,24.762009
"Pieni Roobertinkatu, Helsinki",60.164196,24.946062
"Siltamäen ostosk., 3282, Helsinki",60.275032,24.991028
"Vattuniemenkatu 18, Helsinki",60.152887,24.883299
"Kalteentie 1, Helsinki",60.265067,25.085825
"Haahkatie 15, Helsinki",60.156937,24.876534
"Kivalterintie 21, Helsinki",60.229791,24.953668
"Sähkötie 1, Vantaa",60.276789,24.97276
"Auroranmäki 1, Espoo",60.239708,24.702929
"Käenkuja 8, Helsinki",60.185928,24.966246
"Taivalmäki 1, Espoo",60.169166,24.774433
"Seurasaari, Helsinki",60.181125,24.884139
"Hämeentie 38, Helsinki",60.184798,24.959913
"Elimäenkatu 2, Helsinki",60.1929,24.952275
"Ajomiehentie 1, Helsinki",60.239048,24.848404
"Ulvilantie 23, Helsinki",60.209807,24.870445
"Runeberginkatu 40, Helsinki",60.178125,24.922336
"Tilanhoitajankaari 1, Helsinki",60.233346,25.03008
"Kirstinkatu 15, Helsinki",60.188782,24.946824
"Mikonkatu 7, Helsinki",60.169573,24.945914
"Kalkkipellontie 4, Espoo",60.219411,24.832846
"Jämsänkatu 2, Helsinki",60.196478,24.943258
"Hevosmiehenkatu 13, Helsinki",60.254946,25.066102
"Kirkonkyläntie 23, Helsinki",60.254525,25.003053
"Kielotie, Vantaa",60.289791,25.035724
"Mätästie 5, Helsinki",60.266848,25.084166
"Haahkakuja 5, Helsinki",60.15716,24.875834
"Sopulirinne 2, Helsinki",60.21548,25.043354
"Mantelikuja 1, Vantaa",60.256177,24.805093
"Helsinki-Vantaa lentoasema T1, Vantaa",60.31542,24.970949
"Santakatu 2, Helsinki",60.162599,24.920306
"Antaksentie 21, Vantaa",60.29376,24.950809
"Salpausseläntie 13, Helsinki",60.231125,24.999349
"Kirjanpitäjänkuja 4, Espoo",60.206728,24.667677
"Asemamiehenkatu 4, Helsinki",60.200566,24.93869
"Kirstinmäki 1, Espoo",60.201701,24.666843
"Strömbergintie 8, Helsinki",60.220221,24.863378
"Valimotie 11, Vantaa",60.275102,24.973461
"Latokartanonkaari 9, Helsinki",60.229015,25.019107
"Kaupintie 1, Helsinki",60.233978,24.889539
"Aleksis Kiven Katu 56, Helsinki",60.192254,24.944821
"Robert Huberin Tie 4, Vantaa",60.296359,24.961504
"Moisiontie, Helsinki",60.269905,25.02955
"Otsolahdentie 5, Espoo",60.176658,24.819328
"Kaupintie 4, Helsinki",60.232286,24.887625
"Tarhurintie 2, Vantaa",60.313913,25.04299
"Vallinojantie, Vantaa",60.358603,25.086015
"Elimäenkatu 17, Helsinki",60.195109,24.948233
"Rekolan asema, Vantaa",60.332723,25.068449
"Kutomotie 2, Helsinki",60.214915,24.875668
"Petas, E1524, Espoo",60.224188,24.705562
"Heikinlaakso, Helsinki",60.268723,25.073787
"Nordenskiöldinkatu 12, Helsinki",60.18756,24.91687
"Jönsaksentie 4, Vantaa",60.260597,24.856227
"Valimotie 7, Vantaa",60.271796,24.972219
"Kaarelantie 86, Helsinki",60.243713,24.888334
"Hirsipadontie 1, Helsinki",60.235021,24.955581
"Keskuskatu 2, Helsinki",60.168616,24.942134
"Porkkalankatu 5, Helsinki",60.164768,24.909175
"Nihtitorpankuja 3, Espoo",60.208746,24.755994
"Käräjäkuja 1, Vantaa",60.286854,24.94737
"Suvilahdenkatu 1, Helsinki",60.187115,24.966876
"Kampinkuja 2, Helsinki",60.168131,24.93061
"Nöykkiön koulu, Espoo",60.168169,24.663506
"Keikarinkuja 1, Vantaa",60.287847,24.958778
"Siltavoudintie 14, Helsinki",60.232039,24.966748
"Helsinki",60.17132,24.941457
"Annankatu 1, Helsinki",60.162905,24.94278
"Tuulimyllyntie 1, Helsinki",60.227401,25.066191
"Visamäki, Espoo",60.187176,24.784017
"Porthaninkatu 1, Helsinki",60.181109,24.95017
"Kalevankatu 3, Helsinki",60.168168,24.939314
"Näyttelijäntie 18, Helsinki",60.231799,24.895459
"Itäinen Puistotie 14, Helsinki",60.156678,24.961242
"Paciuksenkatu 27, Helsinki",60.195328,24.891806
"Siltasaarenkatu 18, Helsinki",60.180502,24.94927
"Uudenmaankatu, Helsinki",60.163895,24.939131
"Karakallion koulu, Espoo",60.229681,24.757276
"Kamreerintie 3, Espoo",60.204238,24.6569
"Aleksanterinkatu 52, Helsinki",60.168616,24.942134
"Samariantie, Espoo",60.200392,24.652282
"Arabiankatu 1, Helsinki",60.206267,24.974118
"Siltavuorenpenger 3, Helsinki",60.175406,24.953699
"Valimotie 19, Vantaa",60.281061,24.974901
"Iso Roobertinkatu 1, Helsinki",60.164203,24.943672
"Eerikinkatu 1, Helsinki",60.168017,24.937088
"Kaitaa, Espoo",60.144732,24.691708
"Rekipellontie 15, Helsinki",60.238937,25.09248
"Lehtikuusentie 4, Helsinki",60.196443,24.906023
"Kivistö, Vantaa",60.314247,24.846541
"Vilhonvuorenkatu 11, Helsinki",60.186422,24.96681
"Puotilan metroasema, Helsinki",60.214615,25.093921
"Tilanhoitajankaari 12, Helsinki",60.230348,25.03026
"Kipparinkuja 1, Espoo",60.150077,24.648594
"Koivukyläntie 47, Vantaa",60.31483,25.035765
"Venevalkamantie 9, Kauniainen",60.223828,24.713413
"Ruoholahdenkatu 23, Helsinki",60.164304,24.923064
"Kylävainionkuja 6, Espoo",60.209905,24.67265
"Paloheinä, Helsinki",60.252313,24.932633
"Teknobulevardi 3, Vantaa",60.305965,24.966517
"Hämeentie, Helsinki",60.204961,24.970651
"Saanatunturintie 1, Helsinki",60.236104,25.124976
"Louhelan asema, Vantaa",60.270557,24.853503
"Porvoonkatu 27, Helsinki",60.191691,24.943882
"Hämeentie 111, Helsinki",60.20226,24.967599
"Martinkyläntie, Vantaa",60.284063,24.844623
"Viikinranta, 3071, Helsinki",60.218909,24.986951
"Elimäenkatu 25, Helsinki",60.196715,24.94815
"Kuusikkotie 3, Helsinki",60.229963,24.925411
"Mannerheimintie 30, Helsinki",60.172624,24.932977
"Kilonkartanontie 1, Espoo",60.223119,24.785419
"Leppävaaran lukio, Espoo",60.225844,24.806059
"Itätuulenkuja 8, Espoo",60.174527,24.804505
"Luoma, Kirkkonummi",60.172376,24.549913
"Riihenkulma, Helsinki",60.242996,25.012783
"Lokkalantie 1, Helsinki",60.200017,24.884504
"Hakaniemi, Helsinki",60.179002,24.95128
"Mannerheimintie 107, Helsinki",60.204788,24.89986
"Stenbäckinkatu 1, Helsinki",60.189775,24.915539
"Roomankatu 5, Helsinki",60.201296,24.96856
"Soukanahde, Espoo",60.14012,24.673919
"Ajomiehentie 14, Helsinki",60.238354,24.848269
"Viherlaaksonranta 10, Espoo",60.229659,24.732855
"Yliopistonkatu 1, Helsinki",60.17033,24.949562
"Hitsaajankatu 1, Helsinki",60.19177,25.025285
"Kaupintie 16, Helsinki",60.229671,24.881364
"Aku Korhosen Tie 2, Helsinki",60.233948,24.89216
"Kielotie 11, Vantaa",60.292728,25.038322
"Viittakorpi 1, Espoo",60.16557,24.681574
"Tekniikantie 4, Espoo",60.181238,24.821423
"Käpyläntie 12, Helsinki",60.21732,24.958055
"Krogiuksentie 17, Helsinki",60.184578,24.858859
"Lauttasaaren Yhteiskoulu, Helsinki",60.158468,24.863103
"Neitsytpolku 1, Helsinki",60.156342,24.95047
"Malmin lentoasema, 3399, Helsinki",60.245288,25.04532
"Kannelmäki, Helsinki",60.239722,24.876612
"Niittymaanaukea, Espoo",60.171582,24.782021
"Hietalahdentori, Helsinki",60.162216,24.929517
"Rälssitie 13, Vantaa",60.299523,24.974012
"Jakomäen ostosk., 3500, Helsinki",60.261675,25.075226
"Hakarinne 2, Espoo",60.17322,24.797164
"Siilitie 9, Helsinki",60.210712,25.039776
"K-citymarket Helsinki Ruoholahti, Helsinki",60.163609,24.910931
"Pengerkatu 1, Helsinki",60.182697,24.955301
"Otaranta 8, Espoo",60.186529,24.835736
"Marsinkuja 1, Vantaa",60.341458,25.098003
"Oltermannintie 32, Helsinki",60.228651,24.94675
"Kaarelankuja 2, Helsinki",60.2385,24.899997
"Illenpiha 4, Vantaa",60.282975,24.960836
